"","ID","Name","Industry","Inception","Employees","State","City","Revenue","Expenses","Profit","Growth"
"5341",5341,"Inventtremendous","Retail","2007",222,"MI","Austin",10510980,59291061,-48780081,14
"5342",5342,"Overviewparrot","IT Services","2007",379,"CA","Los Angeles",5219796,1417889,3801907,81
"5343",5343,"Belaguerra","Construction","2013",170,"WI","San Bernardino",5465291,3439461,2025830,9
"5344",5344,"Allpossible","IT Services","2021",271,"OH","Norcross",18514280,6500933,12013347,65
"5345",5345,"Comparejson","Health","2013",406,"PA","Lake Oswego",5078625,7237616,-2158991,23
"5346",5346,"Pickledcanoeing","Retail","2018",189,"NV","Austin",10365159,2005428,8359731,10
"5347",5347,"Assurehelp","Health","2012",390,"NC","Oxnard",16158031,33301062,-17143031,17
"5348",5348,"Shrimpssecurity","Financial Services","2021",237,"VA","Irvine",5588152,9331654,-3743502,9
"5349",5349,"Rawfishcomplete","IT Services","2017",326,"MD","Hawthorne",7681568,7065576,615992,80
"5350",5350,"Buretteadmirable","IT Services","2008",450,"TX","Denver",17466136,2563733,14902403,75
"5351",5351,"Inventtremendous","Health","2020",214,"IL","Houston",9557676,765857,8791819,8
"5352",5352,"Overviewparrot","Financial Services","2018",176,"OH","Bethesda",13579441,59291062,-45711621,11
"5353",5353,"Belaguerra","Health","2022",344,"MN","San Antonio",13886098,1417890,12468208,26
"5354",5354,"Allpossible","Retail","2008",10,"DC","Woodstock",1234565,3439462,-2204897,12
"5355",5355,"Comparejson","Health","2007",450,"CA","Tucson",16683983,6500934,10183049,8
"5356",5356,"Pickledcanoeing","Financial Services","2019",474,"ME","Greenbelt",18701022,7237617,11463405,13
"5357",5357,"Assurehelp","IT Services","2019",223,"MN","Chandler",10719791,2005429,8714362,82
"5358",5358,"Shrimpssecurity","Retail","2014",378,"TX","Carlsbad",12705079,33301063,-20595984,11
"5359",5359,"Rawfishcomplete","Construction","2009",246,"MI","Reston",15006789,9331655,5675134,12
"5360",5360,"Buretteadmirable","Construction","2022",334,"CA","Lindon",2041800,7065577,-5023777,13
"5361",5361,"Inventtremendous","Retail","2007",12,"WI","Houston",2471389,2563734,-92345,13
"5362",5362,"Overviewparrot","IT Services","2014",56,"OH","Herndon",5519913,765858,4754055,61
"5363",5363,"Belaguerra","Construction","2016",11,"PA","Minneapolis",6959990,59291063,-52331073,13
"5364",5364,"Allpossible","Financial Services","2005",436,"NV","Lehi",864972,1417891,-552919,14
"5365",5365,"Comparejson","IT Services","2009",4,"NC","Washington",8794763,3439463,5355300,85
"5366",5366,"Pickledcanoeing","IT Services","2013",302,"VA","Columbus",4500796,6500935,-2000139,62
"5367",5367,"Assurehelp","IT Services","2006",289,"MD","Houston",5433800,7237618,-1803818,63
"5368",5368,"Shrimpssecurity","Retail","2015",3,"TX","Highlands Ranch",1591631,2005430,-413799,13
"5369",5369,"Rawfishcomplete","Software","2019",150,"IL","Fort Lauderdale",963278,33301064,-32337786,42
"5370",5370,"Buretteadmirable","Construction","2010",10,"OH","New York",9502305,9331656,170649,18
"5371",5371,"Inventtremendous","Construction","2020",14,"MN","Alpharetta",6750969,7065578,-314609,15
"5372",5372,"Overviewparrot","Financial Services","2014",220,"DC","Scottsdale",5133854,2563735,2570119,14
"5373",5373,"Belaguerra","Software","2022",495,"CA","Humble",7008222,765859,6242363,45
"5374",5374,"Allpossible","IT Services","2017",100,"ME","Whitestone",7828017,59291064,-51463047,87
"5375",5375,"Comparejson","Health","2014",240,"MN","Brooklyn",13881082,1417892,12463190,17
"5376",5376,"Pickledcanoeing","Health","2009",156,"TX","Nashville",15773729,3439464,12334265,24
"5377",5377,"Assurehelp","IT Services","2008",280,"MI","Las Vegas",2836809,6500936,-3664127,73
"5378",5378,"Shrimpssecurity","Health","2010",492,"CA","Mauldin",1244354,7237619,-5993265,3
"5379",5379,"Rawfishcomplete","Retail","2005",41,"WI","New York",7907041,2005431,5901610,12
"5380",5380,"Buretteadmirable","Retail","2012",92,"OH","Denver",6708396,33301065,-26592669,13
"5381",5381,"Inventtremendous","Construction","2017",345,"PA","Woodstock",9691001,9331657,359344,2
"5382",5382,"Overviewparrot","Retail","2022",287,"NV","Commerce Township",3042708,7065579,-4022871,13
"5383",5383,"Belaguerra","IT Services","2022",176,"NC","Huntington Beach",10863893,2563736,8300157,87
"5384",5384,"Allpossible","IT Services","2021",259,"VA","Bethesda",10112917,765860,9347057,75
"5385",5385,"Comparejson","IT Services","2009",68,"MD","Philadelphia",2067354,59291065,-57223711,78
"5386",5386,"Pickledcanoeing","IT Services","2014",252,"TX","Suwanee",7599741,1417893,6181848,77
"5387",5387,"Assurehelp","Health","2009",266,"IL","Memphis",10347638,3439465,6908173,20
"5388",5388,"Shrimpssecurity","IT Services","2014",151,"OH","Allentown",11163761,6500937,4662824,88
"5389",5389,"Rawfishcomplete","Software","2005",355,"MN","Reston",17646535,7237620,10408915,47
"5390",5390,"Buretteadmirable","IT Services","2017",413,"DC","Nashville",14034627,2005432,12029195,65
"5391",5391,"Inventtremendous","Construction","2018",133,"CA","Phoenix",7407752,33301066,-25893314,13
"5392",5392,"Overviewparrot","Financial Services","2009",319,"ME","West Des Moines",19855441,9331658,10523783,8
"5393",5393,"Belaguerra","IT Services","2015",326,"MN","Marietta",12143840,7065580,5078260,63
"5394",5394,"Allpossible","Software","2012",101,"TX","Alexandria",1384383,2563737,-1179354,63
"5395",5395,"Comparejson","Retail","2017",27,"MI","Nashville",4484970,765861,3719109,13
"5396",5396,"Pickledcanoeing","Financial Services","2022",342,"CA","Minneapolis",7019048,59291066,-52272018,13
"5397",5397,"Assurehelp","Health","2012",273,"WI","Deerfield Beach",1796146,1417894,378252,24
"5398",5398,"Shrimpssecurity","Financial Services","2014",91,"OH","Erlanger",9892881,3439466,6453415,10
"5399",5399,"Rawfishcomplete","Financial Services","2011",151,"PA","Roseville",4873062,6500938,-1627876,5
"5400",5400,"Buretteadmirable","Construction","2019",442,"NV","Houston",7776642,7237621,539021,4
"5401",5401,"Inventtremendous","Health","2013",52,"NC","Sunrise",7750756,2005433,5745323,16
"5402",5402,"Overviewparrot","IT Services","2008",448,"VA","Falls Church",6845552,33301067,-26455515,80
"5403",5403,"Belaguerra","IT Services","2005",286,"MD","El Segundo",17477108,9331659,8145449,64
"5404",5404,"Allpossible","Financial Services","2011",36,"TX","Melville",9247139,7065581,2181558,11
"5405",5405,"Comparejson","Software","2020",284,"IL","atlanta",7149193,2563738,4585455,59
"5406",5406,"Pickledcanoeing","Software","2013",34,"OH","Ontario",2106357,765862,1340495,44
"5407",5407,"Assurehelp","Health","2008",60,"MN","Tampa",7306620,59291067,-51984447,20
"5408",5408,"Shrimpssecurity","IT Services","2013",265,"DC","Portland",19472446,1417895,18054551,84
"5409",5409,"Rawfishcomplete","Software","2005",142,"CA","Greenbelt",19396130,3439467,15956663,65
"5410",5410,"Buretteadmirable","Health","2018",171,"ME","Tampa",11673830,6500939,5172891,16
"5411",5411,"Inventtremendous","Government Services","2022",161,"MN","Niagara Falls",5228841,7237622,-2008781,12
"5412",5412,"Overviewparrot","Software","2008",351,"TX","Kentwood",7388771,2005434,5383337,65
"5413",5413,"Belaguerra","Health","2013",412,"MI","Bridgeview",5582715,33301068,-27718353,9
"5414",5414,"Allpossible","Health","2019",175,"CA","Columbus",4463528,9331660,-4868132,26
"5415",5415,"Comparejson","IT Services","2020",86,"WI","Latham",9394361,7065582,2328779,74
"5416",5416,"Pickledcanoeing","Health","2019",380,"OH","Carrollton",4617015,2563739,2053276,23
"5417",5417,"Assurehelp","IT Services","2009",387,"PA","St. Louis",5320418,765863,4554555,68
"5418",5418,"Shrimpssecurity","Financial Services","2008",9,"NV","Dallas",2499130,59291068,-56791938,9
"5419",5419,"Rawfishcomplete","Health","2015",8,"NC","New York",7286569,1417896,5868673,28
"5420",5420,"Buretteadmirable","IT Services","2021",102,"VA","Shillington",12117973,3439468,8678505,75
"5421",5421,"Inventtremendous","Retail","2022",398,"MD","Plano",328162,6500940,-6172778,10
"5422",5422,"Overviewparrot","Health","2019",140,"TX","Oklahoma City",10367353,7237623,3129730,26
"5423",5423,"Belaguerra","Government Services","2019",328,"IL","Kennesaw",17146973,2005435,15141538,6
"5424",5424,"Allpossible","Construction","2017",85,"OH","Cleveland",8499771,33301069,-24801298,26
"5425",5425,"Comparejson","Software","2016",262,"MN","Jamestown",4096247,9331661,-5235414,48
"5426",5426,"Pickledcanoeing","IT Services","2012",317,"DC","Allentown",4809444,7065583,-2256139,88
"5427",5427,"Assurehelp","IT Services","2014",412,"CA","Tampa",19528778,2563740,16965038,86
"5428",5428,"Shrimpssecurity","Financial Services","2020",313,"ME","Santa Clara",17035174,765864,16269310,11
"5429",5429,"Rawfishcomplete","IT Services","2016",169,"MN","Herndon",8894168,59291069,-50396901,74
"5430",5430,"Buretteadmirable","Software","2020",361,"TX","Chicago",18169473,1417897,16751576,50
"5431",5431,"Inventtremendous","Financial Services","2009",128,"MI","Madison",8076834,3439469,4637365,13
"5432",5432,"Overviewparrot","Government Services","2022",290,"CA","Coeur d Alene",2105189,6500941,-4395752,14
"5433",5433,"Belaguerra","IT Services","2006",196,"WI","Minneapolis",4600771,7237624,-2636853,90
"5434",5434,"Allpossible","IT Services","2016",206,"OH","Lehi",3621296,2005436,1615860,82
"5435",5435,"Comparejson","IT Services","2011",263,"PA","Glen Allen",1148353,33301070,-32152717,60
"5436",5436,"Pickledcanoeing","IT Services","2009",82,"NV","Denver",4993652,9331662,-4338010,77
"5437",5437,"Assurehelp","Health","2017",475,"NC","Santa Clara",9791153,7065584,2725569,24
"5438",5438,"Shrimpssecurity","Retail","2012",485,"VA","Sarasota",18765606,2563741,16201865,11
"5439",5439,"Rawfishcomplete","Financial Services","2015",263,"MD","Bellevue",1846211,765865,1080346,9
"5440",5440,"Buretteadmirable","IT Services","2007",385,"TX","Orlando",19110809,59291070,-40180261,70
"5441",5441,"Inventtremendous","Financial Services","2022",346,"IL","Mansfield",16958884,1417898,15540986,6
"5442",5442,"Overviewparrot","Health","2007",68,"OH","Bethesda",5035676,3439470,1596206,23
"5443",5443,"Belaguerra","Retail","2015",312,"MN","Fort Worth",1457245,6500942,-5043697,12
"5444",5444,"Allpossible","IT Services","2011",318,"DC","San Diego",7906911,7237625,669286,68
"5445",5445,"Comparejson","Health","2011",321,"CA","Columbus",2195401,2005437,189964,11
"5446",5446,"Pickledcanoeing","Retail","2012",127,"ME","Durham",3995943,33301071,-29305128,11
"5447",5447,"Assurehelp","Health","2015",84,"MN","North Wales",8066622,9331663,-1265041,9
"5448",5448,"Shrimpssecurity","Government Services","2019",128,"TX","Nashville",5373387,7065585,-1692198,5
"5449",5449,"Rawfishcomplete","IT Services","2005",413,"MI","South Plainfield",2679816,2563742,116074,81
"5450",5450,"Buretteadmirable","IT Services","2015",111,"CA","Cambridge",10902366,765866,10136500,80
"5451",5451,"Inventtremendous","Financial Services","2014",212,"WI","Boca Raton",5756792,59291071,-53534279,7
"5452",5452,"Overviewparrot","IT Services","2014",94,"OH","Rockville",6811945,1417899,5394046,85
"5453",5453,"Belaguerra","IT Services","2022",427,"PA","Rolling Meadows",9053819,3439471,5614348,84
"5454",5454,"Allpossible","Financial Services","2007",359,"NV","Haltom City",5370888,6500943,-1130055,7
"5455",5455,"Comparejson","Health","2010",244,"NC","Huntsville",13139577,7237626,5901951,24
"5456",5456,"Pickledcanoeing","Health","2010",131,"VA","Springfield",5858655,2005438,3853217,27
"5457",5457,"Assurehelp","Financial Services","2010",170,"MD","Weston",5303303,33301072,-27997769,12
"5458",5458,"Shrimpssecurity","Government Services","2007",144,"TX","Tampa",4423406,9331664,-4908258,14
"5459",5459,"Rawfishcomplete","IT Services","2005",425,"IL","St. Louis",16102190,7065586,9036604,67
"5460",5460,"Buretteadmirable","IT Services","2012",142,"OH","Carrollton",14471509,2563743,11907766,76
"5461",5461,"Inventtremendous","Health","2014",174,"MN","Tulsa",13779609,765867,13013742,12
"5462",5462,"Overviewparrot","IT Services","2010",214,"DC","Davidson",7397007,59291072,-51894065,73
"5463",5463,"Belaguerra","Retail","2007",353,"CA","Westfield",13111798,1417900,11693898,13
"5464",5464,"Allpossible","IT Services","2021",314,"ME","Durham",15727771,3439472,12288299,84
"5465",5465,"Comparejson","Financial Services","2020",87,"MN","San Ramon",2632343,6500944,-3868601,7
"5466",5466,"Pickledcanoeing","IT Services","2017",308,"TX","Brookfield",11165364,7237627,3927737,63
"5467",5467,"Assurehelp","Health","2015",128,"MI","Clifton Park",11272794,2005439,9267355,24
"5468",5468,"Shrimpssecurity","Construction","2020",12,"CA","San Diego",5792383,33301073,-27508690,14
"5469",5469,"Rawfishcomplete","Health","2006",478,"WI","Wauwatosa",7545818,9331665,-1785847,26
"5470",5470,"Buretteadmirable","Retail","2014",121,"OH","San Diego",8313278,7065587,1247691,10
"5471",5471,"Inventtremendous","Retail","2022",473,"PA","Seattle",440187,2563744,-2123557,14
"5472",5472,"Overviewparrot","Health","2006",412,"NV","Austin",12937079,765868,12171211,3
"5473",5473,"Belaguerra","Government Services","2015",156,"NC","Indianapolis",8081757,59291073,-51209316,7
"5474",5474,"Allpossible","IT Services","2009",131,"VA","New York",2573474,1417901,1155573,69
"5475",5475,"Comparejson","Construction","2013",252,"MD","Reston",13503062,3439473,10063589,10
"5476",5476,"Pickledcanoeing","IT Services","2010",94,"TX","Coralville",2576311,6500945,-3924634,90
"5477",5477,"Assurehelp","Financial Services","2017",224,"IL","San Diego",4094290,7237628,-3143338,5
"5478",5478,"Shrimpssecurity","Government Services","2011",357,"OH","Moscow",4064177,2005440,2058737,8
"5479",5479,"Rawfishcomplete","IT Services","2005",165,"MN","Carlsbad",12405735,33301074,-20895339,78
"5480",5480,"Buretteadmirable","Financial Services","2022",395,"DC","Farmers Branch",12447067,9331666,3115401,13
"5481",5481,"Inventtremendous","IT Services","2005",381,"CA","Silver Spring",6453771,7065588,-611817,66
"5482",5482,"Overviewparrot","Health","2022",175,"ME","Florence",296575,2563745,-2267170,5
"5483",5483,"Belaguerra","IT Services","2016",353,"MN","Oshkosh",503998,765869,-261871,87
"5484",5484,"Allpossible","Health","2014",199,"TX","Twinsburg",13472918,59291074,-45818156,2
"5485",5485,"Comparejson","IT Services","2011",345,"MI","Plymouth Meeting",18537824,1417902,17119922,70
"5486",5486,"Pickledcanoeing","Government Services","2014",137,"CA","henderson",13600243,3439474,10160769,13
"5487",5487,"Assurehelp","Retail","2018",134,"WI","Greensboro",4093534,6500946,-2407412,15
"5488",5488,"Shrimpssecurity","Health","2006",242,"OH","Falls Church",1934912,7237629,-5302717,12
"5489",5489,"Rawfishcomplete","Retail","2019",340,"PA","Germantown",18534684,2005441,16529243,14
"5490",5490,"Buretteadmirable","Financial Services","2021",59,"NV","Houston",9546251,33301075,-23754824,9
"5491",5491,"Inventtremendous","IT Services","2013",418,"NC","Glendale Heights",4233777,9331667,-5097890,84
"5492",5492,"Overviewparrot","IT Services","2014",248,"VA","Medina",17316352,7065589,10250763,65
"5493",5493,"Belaguerra","Government Services","2009",409,"MD","Minneapolis",3846282,2563746,1282536,8
"5494",5494,"Allpossible","IT Services","2013",302,"TX","Washington",596011,765870,-169859,84
"5495",5495,"Comparejson","IT Services","2007",316,"IL","Los Angeles",8998685,59291075,-50292390,70
"5496",5496,"Pickledcanoeing","Retail","2009",361,"OH","Portland",16349067,1417903,14931164,15
"5497",5497,"Assurehelp","Retail","2015",238,"MN","Woodbury",13696637,3439475,10257162,15
"5498",5498,"Shrimpssecurity","Retail","2015",437,"DC","Fort Worth",4029540,6500947,-2471407,13
"5499",5499,"Rawfishcomplete","IT Services","2018",137,"CA","Troy",5861029,7237630,-1376601,70
"5500",5500,"Buretteadmirable","IT Services","2021",396,"ME","Los Angeles",14346141,2005442,12340699,87
"5501",5501,"Inventtremendous","IT Services","2011",141,"MN","Franklin",551182,33301076,-32749894,62
"5502",5502,"Overviewparrot","Construction","2010",256,"TX","Newtown Square",11895684,9331668,2564016,8
"5503",5503,"Belaguerra","IT Services","2014",140,"MI","Greenville",11499993,7065590,4434403,60
"5504",5504,"Allpossible","Government Services","2014",446,"CA","Orange",16199750,2563747,13636003,11
"5505",5505,"Comparejson","Construction","2009",208,"WI","Madison",11069282,765871,10303411,2
"5506",5506,"Pickledcanoeing","Government Services","2014",415,"OH","Manalapan",10618984,59291076,-48672092,13
"5507",5507,"Assurehelp","Financial Services","2010",450,"PA","Clayton",11235312,1417904,9817408,5
"5508",5508,"Shrimpssecurity","Health","2013",107,"NV","Woodside",1328986,3439476,-2110490,27
"5509",5509,"Rawfishcomplete","Health","2020",408,"NC","San Ramon",19599617,6500948,13098669,8
"5510",5510,"Buretteadmirable","Health","2014",484,"VA","Boca Raton",18452168,7237631,11214537,18
"5511",5511,"Inventtremendous","IT Services","2011",418,"MD","New York",2289296,2005443,283853,86
"5512",5512,"Overviewparrot","Construction","2006",463,"TX","Bellevue",16850302,33301077,-16450775,7
"5513",5513,"Belaguerra","IT Services","2021",343,"IL","Flowood",10617606,9331669,1285937,70
"5514",5514,"Allpossible","Health","2013",63,"OH","San Ramon",6827601,7065591,-237990,21
"5515",5515,"Comparejson","IT Services","2016",452,"MN","Louisville",9563410,2563748,6999662,81
"5516",5516,"Pickledcanoeing","Government Services","2009",42,"DC","Clayton",6445814,765872,5679942,8
"5517",5517,"Assurehelp","Construction","2022",363,"CA","Iselin",15269785,59291077,-44021292,1
"5518",5518,"Shrimpssecurity","IT Services","2014",275,"ME","Suffolk",3907720,1417905,2489815,87
"5519",5519,"Rawfishcomplete","Government Services","2019",462,"MN","Monroe",697339,3439477,-2742138,13
"5520",5520,"Buretteadmirable","IT Services","2013",131,"TX","Durham",229071,6500949,-6271878,88
"5521",5521,"Inventtremendous","Financial Services","2015",241,"MI","Huntsville",15758787,7237632,8521155,14
"5522",5522,"Overviewparrot","Retail","2012",438,"CA","McLean",11274095,2005444,9268651,12
"5523",5523,"Belaguerra","Financial Services","2015",57,"WI","Columbia",7604633,33301078,-25696445,15
"5524",5524,"Allpossible","Construction","2009",193,"OH","Collingswood",5873285,9331670,-3458385,8
"5525",5525,"Comparejson","Financial Services","2008",349,"PA","Houston",19456485,7065592,12390893,6
"5526",5526,"Pickledcanoeing","Financial Services","2016",127,"NV","Dacula",2687607,2563749,123858,13
"5527",5527,"Assurehelp","Construction","2017",33,"NC","Tampa",4380871,765873,3614998,9
"5528",5528,"Shrimpssecurity","Health","2008",312,"VA","Cary",3708308,59291078,-55582770,25
"5529",5529,"Rawfishcomplete","IT Services","2006",134,"MD","South Jordan",15861776,1417906,14443870,85
"5530",5530,"Buretteadmirable","Health","2014",400,"TX","Scottsdale",13179018,3439478,9739540,17
"5531",5531,"Inventtremendous","IT Services","2011",88,"IL","Vienna",7911985,6500950,1411035,85
"5532",5532,"Overviewparrot","Financial Services","2009",337,"OH","Franklin",17005829,7237633,9768196,12
"5533",5533,"Belaguerra","IT Services","2014",445,"MN","Des Plaines",15202929,2005445,13197484,72
"5534",5534,"Allpossible","Government Services","2015",315,"DC","Newport Beach",12314222,33301079,-20986857,11
"5535",5535,"Comparejson","Health","2015",456,"CA","Houston",15440092,9331671,6108421,9
"5536",5536,"Pickledcanoeing","Financial Services","2014",296,"ME","Dallas",4927418,7065593,-2138175,6
"5537",5537,"Assurehelp","IT Services","2022",433,"MN","Seattle",732141,2563750,-1831609,75
"5538",5538,"Shrimpssecurity","IT Services","2011",294,"TX","Columbia",18283134,765874,17517260,63
"5539",5539,"Rawfishcomplete","Government Services","2011",110,"MI","Davenport",3938044,59291079,-55353035,13
"5540",5540,"Buretteadmirable","Health","2020",270,"CA","West Hollywood",15570236,1417907,14152329,27
"5541",5541,"Inventtremendous","Financial Services","2012",207,"WI","Duluth",5103638,3439479,1664159,15
"5542",5542,"Overviewparrot","Health","2012",170,"OH","West Hartford",2643565,6500951,-3857386,4
"5543",5543,"Belaguerra","Health","2006",4,"PA","Reston",9388043,7237634,2150409,23
"5544",5544,"Allpossible","Health","2017",205,"NV","Franklin",4246502,2005446,2241056,7
"5545",5545,"Comparejson","Government Services","2014",138,"NC","Lisbon Falls",17095486,33301080,-16205594,10
"5546",5546,"Pickledcanoeing","IT Services","2022",204,"VA","Midlothian",16755593,9331672,7423921,63
"5547",5547,"Assurehelp","Construction","2021",255,"MD","San Diego",7746830,7065594,681236,27
"5548",5548,"Shrimpssecurity","Health","2022",159,"TX","Silver Spring",16345677,2563751,13781926,12
"5549",5549,"Rawfishcomplete","Health","2009",416,"IL","Carlsbad",10801387,765875,10035512,21
"5550",5550,"Buretteadmirable","Financial Services","2006",8,"OH","O'Fallon",1302407,59291080,-57988673,9
"5551",5551,"Inventtremendous","Construction","2011",498,"MN","Virginia Beach",1909385,1417908,491477,21
"5552",5552,"Overviewparrot","Government Services","2020",1,"DC","Star City",6380993,3439480,2941513,13
"5553",5553,"Belaguerra","Government Services","2017",318,"CA","Philadelphia",13727920,6500952,7226968,6
"5554",5554,"Allpossible","Retail","2005",204,"ME","Chicago",13121019,7237635,5883384,13
"5555",5555,"Comparejson","Construction","2008",129,"MN","St. Petersburg",10804489,2005447,8799042,28
"5556",5556,"Pickledcanoeing","Retail","2015",2,"TX","Plano",8632435,33301081,-24668646,13
"5557",5557,"Assurehelp","IT Services","2005",395,"MI","Newark",13167389,9331673,3835716,77
"5558",5558,"Shrimpssecurity","Government Services","2007",328,"CA","Maitland",17480838,7065595,10415243,5
"5559",5559,"Rawfishcomplete","Financial Services","2020",475,"WI","Augusta",8621400,2563752,6057648,15
"5560",5560,"Buretteadmirable","IT Services","2006",113,"OH","Chicago",9762268,765876,8996392,79
"5561",5561,"Inventtremendous","Construction","2018",281,"PA","Seattle",4310585,59291081,-54980496,20
"5562",5562,"Overviewparrot","Retail","2007",93,"NV","Herndon",2059389,1417909,641480,13
"5563",5563,"Belaguerra","IT Services","2021",22,"NC","Lee's Summit",2807031,3439481,-632450,60
"5564",5564,"Allpossible","IT Services","2014",105,"VA","Tysons Corner",14501357,6500953,8000404,71
"5565",5565,"Comparejson","Retail","2012",83,"MD","Alpharetta",9257577,7237636,2019941,10
"5566",5566,"Pickledcanoeing","IT Services","2015",386,"TX","New York",3171868,2005448,1166420,71
"5567",5567,"Assurehelp","Construction","2019",126,"IL","Lake Charles",9669045,33301082,-23632037,5
"5568",5568,"Shrimpssecurity","IT Services","2018",116,"OH","Cheektowaga",10983284,9331674,1651610,60
"5569",5569,"Rawfishcomplete","Health","2012",384,"MN","Cambridge",4673457,7065596,-2392139,17
"5570",5570,"Buretteadmirable","Retail","2016",411,"DC","WAYNE",17898647,2563753,15334894,14
"5571",5571,"Inventtremendous","Health","2015",81,"CA","Santa Clara",4989532,765877,4223655,28
"5572",5572,"Overviewparrot","Financial Services","2022",250,"ME","Orem",18784571,59291082,-40506511,12
"5573",5573,"Belaguerra","IT Services","2008",287,"MN","Seattle",16556494,1417910,15138584,69
"5574",5574,"Allpossible","IT Services","2019",20,"TX","Rancho Dominguez",6552660,3439482,3113178,83
"5575",5575,"Comparejson","Health","2015",303,"MI","Herndon",2065226,6500954,-4435728,24
"5576",5576,"Pickledcanoeing","Financial Services","2014",235,"CA","Nashville",8628988,7237637,1391351,9
"5577",5577,"Assurehelp","Health","2022",334,"WI","Williamsville",12182855,2005449,10177406,13
"5578",5578,"Shrimpssecurity","Retail","2011",236,"OH","Mount Laurel",11109913,33301083,-22191170,10
"5579",5579,"Rawfishcomplete","Health","2016",173,"PA","Santa Barbara",16386665,9331675,7054990,16
"5580",5580,"Buretteadmirable","Financial Services","2019",234,"NV","Boca Raton",12429430,7065597,5363833,6
"5581",5581,"Inventtremendous","IT Services","2020",73,"NC","Billerica",1057954,2563754,-1505800,63
"5582",5582,"Overviewparrot","Retail","2007",330,"VA","Dallas",14461345,765878,13695467,13
"5583",5583,"Belaguerra","Construction","2017",134,"MD","Lyndhurst",8451729,59291083,-50839354,14
"5584",5584,"Allpossible","Construction","2021",412,"TX","San Francisco",14567050,1417911,13149139,19
"5585",5585,"Comparejson","Retail","2005",238,"IL","Millersville",16284484,3439483,12845001,13
"5586",5586,"Pickledcanoeing","IT Services","2006",55,"OH","Clarksville",2039063,6500955,-4461892,72
"5587",5587,"Assurehelp","Construction","2012",137,"MN","Ashburn",19654672,7237638,12417034,3
"5588",5588,"Shrimpssecurity","Financial Services","2006",93,"DC","Iselin",4854121,2005450,2848671,5
"5589",5589,"Rawfishcomplete","IT Services","2006",207,"CA","Sandy",19794046,33301084,-13507038,66
"5590",5590,"Buretteadmirable","IT Services","2011",413,"ME","Santa Barbara",1557450,9331676,-7774226,69
"5591",5591,"Inventtremendous","IT Services","2021",480,"MN","FRISCO",4989286,7065598,-2076312,74
"5592",5592,"Overviewparrot","Retail","2005",459,"TX","Fairfax",2154992,2563755,-408763,11
"5593",5593,"Belaguerra","Software","2015",71,"MI","Atlanta",6888028,765879,6122149,48
"5594",5594,"Allpossible","Construction","2009",142,"CA","Provo",11564183,59291084,-47726901,5
"5595",5595,"Comparejson","Construction","2007",233,"WI","Fredericksburg",19836627,1417912,18418715,1
"5596",5596,"Pickledcanoeing","Financial Services","2019",348,"OH","Arlington",3075414,3439484,-364070,15
"5597",5597,"Assurehelp","Software","2012",392,"PA","Madison Heights",17124881,6500956,10623925,48
"5598",5598,"Shrimpssecurity","IT Services","2010",473,"NV","Tucson",7368316,7237639,130677,65
"5599",5599,"Rawfishcomplete","Health","2017",186,"NC","Northampton",6526371,2005451,4520920,26
"5600",5600,"Buretteadmirable","Health","2014",296,"VA","Winter Garden",18712254,33301085,-14588831,14
"5601",5601,"Inventtremendous","IT Services","2008",264,"MD","Columbia",13922785,9331677,4591108,89
"5602",5602,"Overviewparrot","Health","2013",49,"TX","Cicero",7596393,7065599,530794,21
"5603",5603,"Belaguerra","Retail","2017",358,"IL","Morrisville",15616937,2563756,13053181,14
"5604",5604,"Allpossible","Retail","2021",143,"OH","Philadelphia",12625818,765880,11859938,10
"5605",5605,"Comparejson","Construction","2012",140,"MN","Hopewell Junction",2238099,59291085,-57052986,4
"5606",5606,"Pickledcanoeing","Retail","2005",361,"DC","Princeton",13120414,1417913,11702501,13
"5607",5607,"Assurehelp","IT Services","2010",484,"CA","Buffalo",13793493,3439485,10354008,81
"5608",5608,"Shrimpssecurity","IT Services","2007",78,"ME","Plymouth Meeting",9804438,6500957,3303481,64
"5609",5609,"Rawfishcomplete","IT Services","2020",99,"MN","Centennial",1390850,7237640,-5846790,83
"5610",5610,"Buretteadmirable","IT Services","2008",392,"TX","PEARLAND",2136660,2005452,131208,85
"5611",5611,"Inventtremendous","Health","2007",393,"MI","Lakewood",9208833,33301086,-24092253,27
"5612",5612,"Overviewparrot","IT Services","2009",337,"CA","Frisco",614489,9331678,-8717189,60
"5613",5613,"Belaguerra","Software","2018",144,"WI","Novi",3568639,7065600,-3496961,54
"5614",5614,"Allpossible","IT Services","2008",460,"OH","Atlanta",13391393,2563757,10827636,68
"5615",5615,"Comparejson","Construction","2009",391,"PA","Bethesda",19646109,765881,18880228,0
"5616",5616,"Pickledcanoeing","Financial Services","2005",277,"NV","Bethesda",15632761,59291086,-43658325,9
"5617",5617,"Assurehelp","IT Services","2011",98,"NC","Orlando",2868282,1417914,1450368,72
"5618",5618,"Shrimpssecurity","Software","2021",336,"VA","Richmond",9053026,3439486,5613540,54
"5619",5619,"Rawfishcomplete","Retail","2013",92,"MD","Indianapolis",8618702,6500958,2117744,14
"5620",5620,"Buretteadmirable","Financial Services","2019",60,"TX","Hickory Hills",4637135,7237641,-2600506,15
"5621",5621,"Inventtremendous","Health","2010",279,"IL","Fresno",14199299,2005453,12193846,18
"5622",5622,"Overviewparrot","Financial Services","2005",92,"OH","Washington",2818842,33301087,-30482245,8
